,text,intent
624,vai in corrispondenza di il falo ,Reach
625,recati dove sta il falo ,Reach
626,recati dove si trova il falo ,Reach
627,recati in corrispondenza di il falo ,Reach
628,andresti dove sta il falo ,Reach
629,andresti dove si trova il falo ,Reach
630,andresti in corrispondenza di il falo ,Reach
631,ti recheresti dove sta il falo ,Reach
632,ti recheresti dove si trova il falo ,Reach
633,ti recheresti in corrispondenza di il falo ,Reach
634,puoi andare dove sta il falo ,Reach
635,puoi andare dove si trova il falo ,Reach
636,puoi andare in corrispondenza di il falo ,Reach
637,potresti andare dove sta il falo ,Reach
638,potresti andare dove si trova il falo ,Reach
639,potresti andare in corrispondenza di il falo ,Reach
640,puoi recarti dove sta il falo ,Reach
641,puoi recarti dove si trova il falo ,Reach
642,puoi recarti in corrispondenza di il falo ,Reach
643,potresti recarti dove sta il falo ,Reach
644,potresti recarti dove si trova il falo ,Reach
645,potresti recarti in corrispondenza di il falo ,Reach
646,puoi raggiungere il falo ,Reach
647,potresti raggiungere il falo ,Reach
648,raggiungi questo fuocherello ,Reach
649,vai dove sta questo fuocherello ,Reach
650,vai dove si trova questo fuocherello ,Reach
651,vai in corrispondenza di questo fuocherello ,Reach
652,recati dove sta questo fuocherello ,Reach
653,recati dove si trova questo fuocherello ,Reach
654,recati in corrispondenza di questo fuocherello ,Reach
655,andresti dove sta questo fuocherello ,Reach
656,andresti dove si trova questo fuocherello ,Reach
657,andresti in corrispondenza di questo fuocherello ,Reach
658,ti recheresti dove sta questo fuocherello ,Reach
659,ti recheresti dove si trova questo fuocherello ,Reach
660,ti recheresti in corrispondenza di questo fuocherello ,Reach
661,puoi andare dove sta questo fuocherello ,Reach
662,puoi andare dove si trova questo fuocherello ,Reach
663,puoi andare in corrispondenza di questo fuocherello ,Reach
664,potresti andare dove sta questo fuocherello ,Reach
665,potresti andare dove si trova questo fuocherello ,Reach
666,potresti andare in corrispondenza di questo fuocherello ,Reach
667,puoi recarti dove sta questo fuocherello ,Reach
668,puoi recarti dove si trova questo fuocherello ,Reach
669,puoi recarti in corrispondenza di questo fuocherello ,Reach
670,potresti recarti dove sta questo fuocherello ,Reach
671,potresti recarti dove si trova questo fuocherello ,Reach
672,potresti recarti in corrispondenza di questo fuocherello ,Reach
673,puoi raggiungere questo fuocherello ,Reach
674,potresti raggiungere questo fuocherello ,Reach
675,raggiungi quel fuocherello ,Reach
676,vai dove sta quel fuocherello ,Reach
677,vai dove si trova quel fuocherello ,Reach
678,vai in corrispondenza di quel fuocherello ,Reach
679,recati dove sta quel fuocherello ,Reach
680,recati dove si trova quel fuocherello ,Reach
681,recati in corrispondenza di quel fuocherello ,Reach
682,andresti dove sta quel fuocherello ,Reach
683,andresti dove si trova quel fuocherello ,Reach
684,andresti in corrispondenza di quel fuocherello ,Reach
685,ti recheresti dove sta quel fuocherello ,Reach
686,ti recheresti dove si trova quel fuocherello ,Reach
687,ti recheresti in corrispondenza di quel fuocherello ,Reach
688,puoi andare dove sta quel fuocherello ,Reach
689,puoi andare dove si trova quel fuocherello ,Reach
690,puoi andare in corrispondenza di quel fuocherello ,Reach
691,potresti andare dove sta quel fuocherello ,Reach
692,potresti andare dove si trova quel fuocherello ,Reach
693,potresti andare in corrispondenza di quel fuocherello ,Reach
694,puoi recarti dove sta quel fuocherello ,Reach
695,puoi recarti dove si trova quel fuocherello ,Reach
696,puoi recarti in corrispondenza di quel fuocherello ,Reach
697,potresti recarti dove sta quel fuocherello ,Reach
698,potresti recarti dove si trova quel fuocherello ,Reach
699,potresti recarti in corrispondenza di quel fuocherello ,Reach
700,puoi raggiungere quel fuocherello ,Reach
701,potresti raggiungere quel fuocherello ,Reach
702,raggiungi il fuocherello ,Reach
703,vai dove sta il fuocherello ,Reach
704,vai dove si trova il fuocherello ,Reach
705,vai in corrispondenza di il fuocherello ,Reach
706,recati dove sta il fuocherello ,Reach
707,recati dove si trova il fuocherello ,Reach
708,recati in corrispondenza di il fuocherello ,Reach
709,andresti dove sta il fuocherello ,Reach
710,andresti dove si trova il fuocherello ,Reach
711,andresti in corrispondenza di il fuocherello ,Reach
712,ti recheresti dove sta il fuocherello ,Reach
713,ti recheresti dove si trova il fuocherello ,Reach
714,ti recheresti in corrispondenza di il fuocherello ,Reach
715,puoi andare dove sta il fuocherello ,Reach
716,puoi andare dove si trova il fuocherello ,Reach
717,puoi andare in corrispondenza di il fuocherello ,Reach
718,potresti andare dove sta il fuocherello ,Reach
719,potresti andare dove si trova il fuocherello ,Reach
720,potresti andare in corrispondenza di il fuocherello ,Reach
721,puoi recarti dove sta il fuocherello ,Reach
722,puoi recarti dove si trova il fuocherello ,Reach
723,puoi recarti in corrispondenza di il fuocherello ,Reach
724,potresti recarti dove sta il fuocherello ,Reach
725,potresti recarti dove si trova il fuocherello ,Reach
726,potresti recarti in corrispondenza di il fuocherello ,Reach
727,puoi raggiungere il fuocherello ,Reach
728,potresti raggiungere il fuocherello ,Reach
729,raggiungi questa fiamma ,Reach
730,vai dove sta questa fiamma ,Reach
731,vai dove si trova questa fiamma ,Reach
732,vai in corrispondenza di questa fiamma ,Reach
733,recati dove sta questa fiamma ,Reach
734,recati dove si trova questa fiamma ,Reach
735,recati in corrispondenza di questa fiamma ,Reach
736,andresti dove sta questa fiamma ,Reach
737,andresti dove si trova questa fiamma ,Reach
738,andresti in corrispondenza di questa fiamma ,Reach
739,ti recheresti dove sta questa fiamma ,Reach
740,ti recheresti dove si trova questa fiamma ,Reach
741,ti recheresti in corrispondenza di questa fiamma ,Reach
742,puoi andare dove sta questa fiamma ,Reach
743,puoi andare dove si trova questa fiamma ,Reach
744,puoi andare in corrispondenza di questa fiamma ,Reach
745,potresti andare dove sta questa fiamma ,Reach
746,potresti andare dove si trova questa fiamma ,Reach
747,potresti andare in corrispondenza di questa fiamma ,Reach
748,puoi recarti dove sta questa fiamma ,Reach
749,puoi recarti dove si trova questa fiamma ,Reach
750,puoi recarti in corrispondenza di questa fiamma ,Reach
751,potresti recarti dove sta questa fiamma ,Reach
752,potresti recarti dove si trova questa fiamma ,Reach
753,potresti recarti in corrispondenza di questa fiamma ,Reach
754,puoi raggiungere questa fiamma ,Reach
755,potresti raggiungere questa fiamma ,Reach
756,raggiungi quella fiamma ,Reach
757,vai dove sta quella fiamma ,Reach
758,vai dove si trova quella fiamma ,Reach
759,vai in corrispondenza di quella fiamma ,Reach
760,recati dove sta quella fiamma ,Reach
761,recati dove si trova quella fiamma ,Reach
762,recati in corrispondenza di quella fiamma ,Reach
763,andresti dove sta quella fiamma ,Reach
764,andresti dove si trova quella fiamma ,Reach
765,andresti in corrispondenza di quella fiamma ,Reach
766,ti recheresti dove sta quella fiamma ,Reach
767,ti recheresti dove si trova quella fiamma ,Reach
768,ti recheresti in corrispondenza di quella fiamma ,Reach
769,puoi andare dove sta quella fiamma ,Reach
770,puoi andare dove si trova quella fiamma ,Reach
771,puoi andare in corrispondenza di quella fiamma ,Reach
772,potresti andare dove sta quella fiamma ,Reach
773,potresti andare dove si trova quella fiamma ,Reach
774,potresti andare in corrispondenza di quella fiamma ,Reach
775,puoi recarti dove sta quella fiamma ,Reach
776,puoi recarti dove si trova quella fiamma ,Reach
777,puoi recarti in corrispondenza di quella fiamma ,Reach
778,potresti recarti dove sta quella fiamma ,Reach
779,potresti recarti dove si trova quella fiamma ,Reach
780,potresti recarti in corrispondenza di quella fiamma ,Reach
781,puoi raggiungere quella fiamma ,Reach
782,potresti raggiungere quella fiamma ,Reach
783,raggiungi la fiamma ,Reach
784,vai dove sta la fiamma ,Reach
785,vai dove si trova la fiamma ,Reach
786,vai in corrispondenza di la fiamma ,Reach
787,recati dove sta la fiamma ,Reach
788,recati dove si trova la fiamma ,Reach
789,recati in corrispondenza di la fiamma ,Reach
790,andresti dove sta la fiamma ,Reach
791,andresti dove si trova la fiamma ,Reach
792,andresti in corrispondenza di la fiamma ,Reach
793,ti recheresti dove sta la fiamma ,Reach
794,ti recheresti dove si trova la fiamma ,Reach
795,ti recheresti in corrispondenza di la fiamma ,Reach
796,puoi andare dove sta la fiamma ,Reach
797,puoi andare dove si trova la fiamma ,Reach
798,puoi andare in corrispondenza di la fiamma ,Reach
799,potresti andare dove sta la fiamma ,Reach
800,potresti andare dove si trova la fiamma ,Reach
801,potresti andare in corrispondenza di la fiamma ,Reach
802,puoi recarti dove sta la fiamma ,Reach
803,puoi recarti dove si trova la fiamma ,Reach
804,puoi recarti in corrispondenza di la fiamma ,Reach
805,potresti recarti dove sta la fiamma ,Reach
806,potresti recarti dove si trova la fiamma ,Reach
807,potresti recarti in corrispondenza di la fiamma ,Reach
808,puoi raggiungere la fiamma ,Reach
809,potresti raggiungere la fiamma ,Reach
810,raggiungi questa chiave ,Reach
811,vai dove sta questa chiave ,Reach
812,vai dove si trova questa chiave ,Reach
813,vai in corrispondenza di questa chiave ,Reach
814,recati dove sta questa chiave ,Reach
815,recati dove si trova questa chiave ,Reach
816,recati in corrispondenza di questa chiave ,Reach
817,andresti dove sta questa chiave ,Reach
818,andresti dove si trova questa chiave ,Reach
819,andresti in corrispondenza di questa chiave ,Reach
820,ti recheresti dove sta questa chiave ,Reach
821,ti recheresti dove si trova questa chiave ,Reach
822,ti recheresti in corrispondenza di questa chiave ,Reach
823,puoi andare dove sta questa chiave ,Reach
824,puoi andare dove si trova questa chiave ,Reach
825,puoi andare in corrispondenza di questa chiave ,Reach
826,potresti andare dove sta questa chiave ,Reach
827,potresti andare dove si trova questa chiave ,Reach
828,potresti andare in corrispondenza di questa chiave ,Reach
829,puoi recarti dove sta questa chiave ,Reach
830,puoi recarti dove si trova questa chiave ,Reach
831,puoi recarti in corrispondenza di questa chiave ,Reach
832,potresti recarti dove sta questa chiave ,Reach
833,potresti recarti dove si trova questa chiave ,Reach
834,potresti recarti in corrispondenza di questa chiave ,Reach
835,puoi raggiungere questa chiave ,Reach
836,potresti raggiungere questa chiave ,Reach
837,raggiungi quella chiave ,Reach
838,vai dove sta quella chiave ,Reach
839,vai dove si trova quella chiave ,Reach
840,vai in corrispondenza di quella chiave ,Reach
841,recati dove sta quella chiave ,Reach
842,recati dove si trova quella chiave ,Reach
843,recati in corrispondenza di quella chiave ,Reach
844,andresti dove sta quella chiave ,Reach
845,andresti dove si trova quella chiave ,Reach
846,andresti in corrispondenza di quella chiave ,Reach
847,ti recheresti dove sta quella chiave ,Reach
848,ti recheresti dove si trova quella chiave ,Reach
849,ti recheresti in corrispondenza di quella chiave ,Reach
850,puoi andare dove sta quella chiave ,Reach
851,puoi andare dove si trova quella chiave ,Reach
852,puoi andare in corrispondenza di quella chiave ,Reach
853,potresti andare dove sta quella chiave ,Reach
854,potresti andare dove si trova quella chiave ,Reach
855,potresti andare in corrispondenza di quella chiave ,Reach
856,puoi recarti dove sta quella chiave ,Reach
857,puoi recarti dove si trova quella chiave ,Reach
858,puoi recarti in corrispondenza di quella chiave ,Reach
859,potresti recarti dove sta quella chiave ,Reach
860,potresti recarti dove si trova quella chiave ,Reach
861,potresti recarti in corrispondenza di quella chiave ,Reach
862,puoi raggiungere quella chiave ,Reach
863,potresti raggiungere quella chiave ,Reach
864,raggiungi la chiave ,Reach
865,vai dove sta la chiave ,Reach
866,vai dove si trova la chiave ,Reach
867,vai in corrispondenza di la chiave ,Reach
868,recati dove sta la chiave ,Reach
869,recati dove si trova la chiave ,Reach
870,recati in corrispondenza di la chiave ,Reach
871,andresti dove sta la chiave ,Reach
872,andresti dove si trova la chiave ,Reach
873,andresti in corrispondenza di la chiave ,Reach
874,ti recheresti dove sta la chiave ,Reach
875,ti recheresti dove si trova la chiave ,Reach
876,ti recheresti in corrispondenza di la chiave ,Reach
877,puoi andare dove sta la chiave ,Reach
878,puoi andare dove si trova la chiave ,Reach
879,puoi andare in corrispondenza di la chiave ,Reach
880,potresti andare dove sta la chiave ,Reach
881,potresti andare dove si trova la chiave ,Reach
882,potresti andare in corrispondenza di la chiave ,Reach
883,puoi recarti dove sta la chiave ,Reach
884,puoi recarti dove si trova la chiave ,Reach
885,puoi recarti in corrispondenza di la chiave ,Reach
886,potresti recarti dove sta la chiave ,Reach
887,potresti recarti dove si trova la chiave ,Reach
888,potresti recarti in corrispondenza di la chiave ,Reach
889,puoi raggiungere la chiave ,Reach
890,potresti raggiungere la chiave ,Reach
891,raggiungi queste chiavi ,Reach
892,vai dove sta queste chiavi ,Reach
893,vai dove si trova queste chiavi ,Reach
894,vai in corrispondenza di queste chiavi ,Reach
895,recati dove sta queste chiavi ,Reach
896,recati dove si trova queste chiavi ,Reach
897,recati in corrispondenza di queste chiavi ,Reach
898,andresti dove sta queste chiavi ,Reach
899,andresti dove si trova queste chiavi ,Reach
900,andresti in corrispondenza di queste chiavi ,Reach
901,ti recheresti dove sta queste chiavi ,Reach
902,ti recheresti dove si trova queste chiavi ,Reach
903,ti recheresti in corrispondenza di queste chiavi ,Reach
904,puoi andare dove sta queste chiavi ,Reach
905,puoi andare dove si trova queste chiavi ,Reach
906,puoi andare in corrispondenza di queste chiavi ,Reach
907,potresti andare dove sta queste chiavi ,Reach
908,potresti andare dove si trova queste chiavi ,Reach
909,potresti andare in corrispondenza di queste chiavi ,Reach
910,puoi recarti dove sta queste chiavi ,Reach
911,puoi recarti dove si trova queste chiavi ,Reach
912,puoi recarti in corrispondenza di queste chiavi ,Reach
913,potresti recarti dove sta queste chiavi ,Reach
914,potresti recarti dove si trova queste chiavi ,Reach
915,potresti recarti in corrispondenza di queste chiavi ,Reach
916,puoi raggiungere queste chiavi ,Reach
917,potresti raggiungere queste chiavi ,Reach
918,raggiungi quelle chiavi ,Reach
919,vai dove sta quelle chiavi ,Reach
920,vai dove si trova quelle chiavi ,Reach
921,vai in corrispondenza di quelle chiavi ,Reach
922,recati dove sta quelle chiavi ,Reach
923,recati dove si trova quelle chiavi ,Reach
924,recati in corrispondenza di quelle chiavi ,Reach
925,andresti dove sta quelle chiavi ,Reach
926,andresti dove si trova quelle chiavi ,Reach
927,andresti in corrispondenza di quelle chiavi ,Reach
928,ti recheresti dove sta quelle chiavi ,Reach
929,ti recheresti dove si trova quelle chiavi ,Reach
930,ti recheresti in corrispondenza di quelle chiavi ,Reach
